"﻿""PR""",URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description length,No. of meta descriptions,Is indexable page
20,https://servicesartisans.fr/questions/installer-borne-recharge-soi-meme,Peut-on installer une borne de recharge soi-même ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Non, l'installation d'une borne de recharge de plus de 3,7 kW doit obligatoirement être réalisée par un électricien qualifié IRVE (Infrastructure de Recharge pour Véhicule Électrique). Seule une prise renforcée peut être installée soi-même.",240,1,true
20,https://servicesartisans.fr/statistiques-artisans-france,Statistiques Artisans France 2026 : Chiffres Clés | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"1343k+ artisans référencés. Chiffres clés du marché artisanal français : répartition géographique, tarifs moyens, rénovation énergétique, emploi et tendances 2026. Sources : CMA, INSEE, ADEME, CAPEB, FFB.",204,1,true
20,https://servicesartisans.fr/urgence/terrassier,Dépannage terrassier urgent — 24h/24 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un terrassier en urgence ? Disponible selon les artisans de votre secteur partout en France. Devis sous 48h, intervention sous 1 à 3 semaines. Artisans référencés.",172,1,true
20,https://servicesartisans.fr/questions/reception-travaux-comment-faire,Réception des travaux : comment ça se passe ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"La réception est l'acte par lequel vous acceptez les travaux, avec ou sans réserves. Inspectez chaque poste avec l'artisan, listez les défauts dans un procès-verbal de réception signé par les deux parties. Ce PV déclenche les garanties légales (1 an, 2 ans, 10 ans).",266,1,true
20,https://servicesartisans.fr/questions/cout-installation-chaudiere,Combien coûte l'installation d'une chaudière ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"L'installation d'une chaudière coûte entre 3 000 et 12 000 € selon le type. Une chaudière gaz à condensation revient à 3 000-6 000 € posée, une pompe à chaleur air-eau à 8 000-15 000 €. Des aides peuvent couvrir 30 à 50 % du coût.",230,1,true
20,https://servicesartisans.fr/guides/renovation-cuisine,Rénovation Cuisine : Guide Complet des Étapes et Prix 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Guide complet rénovation cuisine 2026 : étapes de conception à la pose, prix par poste (meubles, plan de travail, électroménager), budget total et erreurs à éviter.",164,1,true
20,https://servicesartisans.fr/guides/extension-maison,"Extension de Maison : Démarches, Prix et Conseils 2026 | ServicesArtisans",text/html; charset=utf-8,false,200,0,0,"Guide complet extension de maison 2026 : types d'extensions (latérale, surélévation, véranda), démarches administratives, prix au m² (800-2500€), matériaux et artisans.",168,1,true
20,https://servicesartisans.fr/questions/tarif-serrurier-urgence,Quel est le tarif d'un serrurier en urgence ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Un serrurier en urgence coûte entre 100 et 350 € en journée, et 200 à 500 € la nuit ou le week-end. L'ouverture d'une porte claquée revient à 80-150 €, un changement de serrure coûte 150 à 450 € selon le modèle.",211,1,true
20,https://servicesartisans.fr/urgence/chauffagiste,Chauffagiste d'urgence — Soir & week-end | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Dépannage chauffagiste en urgence, y compris le week-end. Artisans référencés par SIREN, intervention sous Urgence : délai variable selon disponibilité ; entretien sur rendez-vous sous 1 à 2 semaines. Gratuit.",209,1,true
20,https://servicesartisans.fr/devenir-partenaire-cee,Devenir partenaire CEE — Leads exclusifs et gestion des primes pour artisans RGE | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Programme partenaire CEE pour artisans RGE : leads exclusifs (1 demande = 1 artisan), gestion des primes énergie, zéro engagement. Inscription gratuite, 0 € de commission en phase de lancement.",193,1,true
20,https://servicesartisans.fr/questions/prix-installation-climatisation,Quel est le prix d'une installation de climatisation ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"L'installation d'une climatisation réversible coûte entre 1 500 et 5 000 € pour un split, et 5 000 à 10 000 € pour un multisplit (3-4 unités). Le climatiseur mobile est moins cher (300-800 €) mais moins performant.",214,1,true
20,https://servicesartisans.fr/questions/quelles-certifications-artisan,Quelles certifications doit avoir un artisan ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Un artisan doit obligatoirement avoir un numéro SIRET, une assurance RC Pro et une garantie décennale pour les travaux de construction. Les labels RGE, Qualibat, Qualifelec ou QualiBois sont recommandés mais facultatifs.",220,1,true
20,https://servicesartisans.fr/rge/sources,Sources et méthodologie RGE — annuaire ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Comment nous construisons l'annuaire RGE : sources officielles ADEME, Qualit'EnR, Qualifelec, Qualibat, fréquence de mise à jour et process de vérification des qualifications.",175,1,true
20,https://servicesartisans.fr/comparaison,Comparatifs Travaux 2026 : 30 Guides pour Choisir | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"30 comparatifs détaillés pour vos travaux : pompe à chaleur, isolation, menuiserie, revêtements. Prix 2026, avantages, inconvénients et verdict pour chaque solution.",165,1,true
20,https://servicesartisans.fr/questions/cout-isolation-combles,Combien coûte l'isolation des combles ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,L'isolation des combles coûte 20 à 50 € par m² pour des combles perdus (soufflage) et 40 à 80 € par m² pour des combles aménagés. Les aides MaPrimeRénov' et CEE peuvent couvrir 50 à 90 % du coût.,195,1,true
20,https://servicesartisans.fr/questions/litige-artisan-mediation,Litige avec un artisan : la médiation est-elle gratuite ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Oui, la médiation de la consommation est gratuite pour le consommateur. Tout artisan doit obligatoirement adhérer à un dispositif de médiation et en communiquer les coordonnées sur ses documents commerciaux. Le médiateur rend un avis dans un délai de 90 jours.",260,1,true
20,https://servicesartisans.fr/questions/radiateur-electrique-ou-eau,Radiateur électrique ou à eau : que choisir ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Le radiateur à eau (alimenté par une chaudière ou PAC) est plus économique à l'usage (-40 à 60 % sur la facture) et offre une chaleur plus douce. Le radiateur électrique à inertie est simple à installer et ne nécessite aucune tuyauterie, mais coûte plus cher en énergie.",270,1,true
20,https://servicesartisans.fr/guides/artisan-rge,Artisan RGE : Trouver un Pro Certifié (2026) | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Tout savoir sur la certification RGE (Reconnu Garant de l'Environnement) : comment vérifier un artisan RGE, les qualifications Qualibat, QualiPAC, QualiSol et comment bénéficier des aides MaPrimeRénov'.",202,1,true
20,https://servicesartisans.fr/urgence/storiste,Dépannage storiste urgent — 24h/24 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Dépannage storiste en urgence, y compris le week-end. Artisans référencés par SIREN, intervention sous Devis sous 48h, intervention sous 1 à 2 semaines. Gratuit.",161,1,true
20,https://servicesartisans.fr/questions/cout-refaire-toiture,Combien coûte la réfection d'une toiture ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Refaire une toiture coûte entre 100 et 250 € par m² selon le matériau (tuiles, ardoise, zinc). Pour une maison de 100 m² de toiture, le budget total se situe entre 10 000 et 25 000 € tout compris.",196,1,true
20,https://servicesartisans.fr/questions/maprimerenov-conditions-2026,Quelles sont les conditions pour bénéficier de MaPrimeRénov en 2026 ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,MaPrimeRénov 2026 est accessible à tous les propriétaires occupants ou bailleurs d'un logement de plus de 15 ans. Les travaux doivent être réalisés par un artisan RGE et la demande se fait avant le début des travaux.,216,1,true
20,https://servicesartisans.fr/comparaison/enduit-facade-vs-bardage-vs-peinture,Enduit de façade vs bardage vs peinture : quel revêtement extérieur choisir ? | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Comparatif enduit de façade, bardage (bois, composite, PVC) et peinture extérieure en 2026 : prix, durabilité, entretien, isolation. Guide pour rénover votre façade.",165,1,true
20,https://servicesartisans.fr/urgence/ferronnier,Ferronnier urgence — Devis gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Dépannage ferronnier en urgence, y compris le week-end. Artisans référencés par SIREN, intervention sous Devis sous 1 semaine, fabrication 4 à 8 semaines. Gratuit.",163,1,true
20,https://servicesartisans.fr/comparaison/pac-air-air-vs-air-eau,PAC air/air vs air/eau : laquelle choisir ? | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Comparatif PAC air/air vs PAC air/eau en 2026 : prix, rendement, aides financières, confort. Découvrez quelle pompe à chaleur correspond le mieux à votre logement.",163,1,true
20,https://servicesartisans.fr/questions/permis-construire-quand-necessaire,Quand faut-il un permis de construire ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Un permis de construire est obligatoire pour toute construction de plus de 20 m² de surface de plancher (ou 40 m² en zone urbaine avec PLU). Les extensions, surélévations et changements de destination importants sont également concernés.",237,1,true
20,https://servicesartisans.fr/questions/isolation-interieure-ou-exterieure,Isolation par l'intérieur ou l'extérieur ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"L'isolation par l'extérieur (ITE) est plus performante car elle supprime les ponts thermiques, mais coûte 100 à 200 €/m². L'isolation par l'intérieur (ITI) est moins chère (40 à 80 €/m²) mais réduit la surface habitable de 3 à 5 %. Le choix dépend du budget, de la façade et des contraintes du bâtiment.",303,1,true
20,https://servicesartisans.fr/questions/combien-de-devis-demander,Combien de devis faut-il demander ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Demandez au minimum 3 devis pour tout projet de travaux afin de comparer les prix et le professionnalisme des artisans. Pour les chantiers importants (plus de 10 000 €), visez 4 à 5 devis. Le devis est gratuit sauf si une visite technique payante est annoncée à l'avance.",271,1,true
20,https://servicesartisans.fr/comparaison/fosse-septique-vs-micro-station,Fosse septique vs micro-station d'épuration : quel assainissement ? | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Comparatif fosse septique vs micro-station d'épuration en 2026 : prix, entretien, réglementation, surface nécessaire. Guide pour votre assainissement non collectif.",164,1,true
20,https://servicesartisans.fr/questions/certificats-economie-energie-cee,C'est quoi les certificats d'économie d'énergie (CEE) ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Les CEE sont un dispositif obligeant les fournisseurs d'énergie (EDF, TotalEnergies, Engie) à financer les travaux de rénovation énergétique des particuliers. En échange de vos travaux, vous recevez une prime de 200 à 5 000 € selon le type de travaux et votre zone climatique.",276,1,true
20,https://servicesartisans.fr/guides/pompe-a-chaleur,"Pompe à Chaleur : Prix, Aides et Installation 2026 | ServicesArtisans",text/html; charset=utf-8,false,200,0,0,"Guide pompe à chaleur 2026 : types (air-eau, air-air, géothermique), prix (3 000-30 000€), aides MaPrimeRénov’ jusqu’à 11 000€, installation et entretien par un artisan RGE.",173,1,true
20,https://servicesartisans.fr/urgence/architecte-interieur,Architecte d'intérieur urgence — Intervention rapide | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Dépannage architecte d'intérieur en urgence, y compris le week-end. Artisans référencés par SIREN, intervention sous Premier rendez-vous sous 1 semaine. Gratuit.",161,1,true
20,https://servicesartisans.fr/questions/plombier-urgence-nuit-tarif,Combien coûte un plombier d'urgence la nuit ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Un plombier d'urgence la nuit coûte entre 150 et 500 € selon l'intervention. Le tarif horaire est majoré de 50 à 100 % (80 à 140 €/h au lieu de 40-70 €/h en journée), et les frais de déplacement nocturne sont de 50 à 120 €.",223,1,true
20,https://servicesartisans.fr/urgence/ebeniste,Dépannage ébéniste urgent — 24h/24 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Besoin d'un ébéniste en urgence ? Disponible selon les artisans de votre secteur partout en France. Devis sous 1 semaine (visite et prise de mesures), fabrication 4 à 12 semaines. Artisans référencés.",200,1,true
20,https://servicesartisans.fr/comparaison/store-banne-vs-pergola-vs-voile-ombrage,Store banne vs pergola vs voile d'ombrage : que choisir ? | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Comparatif store banne, pergola bioclimatique et voile d'ombrage en 2026 : prix, résistance au vent, esthétique, protection solaire. Guide pour ombrager votre terrasse.",168,1,true
20,https://servicesartisans.fr/questions/prix-veranda-2026,Quel est le prix d'une véranda en 2026 ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Une véranda coûte entre 15 000 et 50 000 € en 2026, soit 800 à 2 500 €/m². Le prix dépend du matériau (PVC, aluminium, bois), de la surface et du vitrage. Une véranda en aluminium de 15 m² revient à 20 000-35 000 €.",215,1,true
20,https://servicesartisans.fr/urgence/salle-de-bain,Salle de bain urgence — Intervention rapide | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Salle de bain d'urgence soir & week-end : artisans disponibles partout en France. Devis rapide, intervention Devis sous 1 semaine, intervention sous 2 à 6 semaines.",164,1,true
20,https://servicesartisans.fr/questions/trouver-artisan-week-end,Comment trouver un artisan le week-end ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Pour trouver un artisan le week-end, consultez les plateformes de dépannage (ServicesArtisans, Travaux.com), votre assurance habitation (assistance 24h/24), ou les réseaux de dépanneurs d'urgence. Prévoyez une majoration de 50 à 100 % sur les tarifs normaux.",258,1,true
20,https://servicesartisans.fr/questions/simple-ou-double-vitrage,"Simple, double ou triple vitrage : que choisir ? | ServicesArtisans | ServicesArtisans",text/html; charset=utf-8,false,200,0,0,"Le double vitrage est le standard actuel, offrant un excellent rapport performance/prix (Uw ≤ 1,3 W/m².K). Le triple vitrage n'est justifié que dans les régions très froides ou les maisons passives. Le simple vitrage est obsolète et doit être remplacé en priorité.",264,1,true
20,https://servicesartisans.fr/questions/assurance-rc-artisan-obligatoire,L'assurance RC pro est-elle obligatoire pour un artisan ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Oui, l'assurance responsabilité civile professionnelle (RC pro) est obligatoire pour les artisans du bâtiment. Elle couvre les dommages causés aux tiers pendant et après les travaux. L'assurance décennale est également obligatoire et couvre les malfaçons pendant 10 ans.",270,1,true
20,https://servicesartisans.fr/questions/panne-chauffage-locataire-droits,Panne de chauffage en tant que locataire : quels sont vos droits ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Le propriétaire est obligé de fournir un chauffage en état de fonctionnement. En cas de panne, prévenez-le par écrit (email ou LRAR). S'il ne réagit pas sous 48 h, vous pouvez faire intervenir un chauffagiste à ses frais.",221,1,true
20,https://servicesartisans.fr/questions/isoler-combles-soi-meme,Peut-on isoler ses combles soi-même ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Oui, l'isolation des combles perdus par soufflage ou déroulage de laine minérale est accessible aux bricoleurs. Comptez 10-20 €/m² en matériaux. Attention : vous perdez le droit aux aides MaPrimeRénov et CEE sans artisan RGE.",225,1,true
20,https://servicesartisans.fr/questions/installer-prise-electrique-danger,Peut-on installer une prise électrique soi-même ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Ajouter une prise sur un circuit existant est possible pour un bricoleur averti, mais comporte des risques d'électrocution et d'incendie. Coupez le disjoncteur, vérifiez l'absence de tension et respectez la norme NF C 15-100.",225,1,true
20,https://servicesartisans.fr/questions/assurance-habitation-travaux,Mon assurance habitation couvre-t-elle les travaux ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"L'assurance habitation couvre les dommages accidentels pendant les travaux (incendie, dégât des eaux) mais pas les malfaçons. Pour les gros travaux, souscrivez une assurance dommage-ouvrage. L'artisan doit avoir sa propre RC Pro et décennale.",242,1,true
20,https://servicesartisans.fr/questions/depannage-plomberie-nuit-weekend,Dépannage plomberie nuit et week-end : quel tarif ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,Un dépannage plomberie de nuit ou le week-end coûte 150 à 500 € selon l’intervention. Les majorations sont de 50 à 100 % par rapport au tarif normal. Exigez un devis écrit avant toute intervention et méfiez-vous des tarifs excessifs pratiqués par certains dépanneurs.,267,1,true
20,https://servicesartisans.fr/urgence/paysagiste,Paysagiste urgence — Devis gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Dépannage paysagiste en urgence, y compris le week-end. Artisans référencés par SIREN, intervention sous Étude sous 2 semaines, réalisation 2 à 8 semaines. Gratuit.",164,1,true
20,https://servicesartisans.fr/questions/credit-impot-travaux-2026,Crédit d'impôt travaux en 2026 : ça existe encore ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Le CITE (Crédit d'Impôt pour la Transition Énergétique) a été supprimé en 2021 et remplacé par MaPrimeRénov'. En 2026, il n'existe plus de crédit d'impôt pour les travaux de rénovation énergétique. Seul le crédit d'impôt pour l'installation de bornes de recharge électrique subsiste.",283,1,true
20,https://servicesartisans.fr/questions/prix-renovation-cuisine-complete,Combien coûte une rénovation de cuisine complète ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Une rénovation de cuisine complète coûte entre 8 000 et 25 000 € pour une cuisine standard (10-15 m²). Ce budget inclut les meubles, l'électroménager, la plomberie, l'électricité et la pose. Une cuisine haut de gamme peut atteindre 30 000 à 50 000 €.",250,1,true
20,https://servicesartisans.fr/urgence/couvreur,Couvreur urgence — Intervention rapide | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Couvreur urgence : dépannage rapide jour et nuit. Urgence (bâchage, fuite) : délai variable selon disponibilité ; travaux de réfection sous 1 à 4 semaines. Devis gratuit, artisans vérifiés SIREN.",195,1,true
20,https://servicesartisans.fr/questions/climatisation-reversible-avantages,Quels sont les avantages d’une climatisation réversible ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"La climatisation réversible chauffe en hiver et rafraîchit en été avec un seul appareil. Son COP de 3 à 4 signifie qu’elle produit 3 à 4 kWh de chaleur pour 1 kWh d’électricité consommé, soit 60 à 70 % d’économies par rapport à un radiateur électrique.",252,1,true
20,https://servicesartisans.fr/urgence/platrier,Dépannage plâtrier urgent — 24h/24 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Dépannage plâtrier en urgence, y compris le week-end. Artisans référencés par SIREN, intervention sous Devis sous 48h, intervention sous 1 à 2 semaines. Gratuit.",161,1,true
20,https://servicesartisans.fr/badge-artisan,Badge Artisan Vérifié — Votre certification | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Générez votre badge ""Artisan Vérifié"" ServicesArtisans et intégrez-le sur votre site web. Renforcez votre crédibilité, obtenez des backlinks SEO et attirez plus de clients. Gratuit et sans engagement.",200,1,true
20,https://servicesartisans.fr/questions/prix-extension-maison-m2,Combien coûte une extension de maison au m² ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Une extension de maison coûte entre 1 200 et 2 500 €/m² pour une construction traditionnelle, 1 000 à 1 800 €/m² en ossature bois et 2 000 à 3 500 €/m² pour une surélévation. Les prix incluent le gros œuvre et le second œuvre.",226,1,true
20,https://servicesartisans.fr/comparaison/isolation-laine-vs-ouate-vs-polyurethane,"Isolants : laine de verre, ouate de cellulose ou polyuréthane ? | ServicesArtisans",text/html; charset=utf-8,false,200,0,0,"Comparatif des isolants en 2026 : laine de verre, ouate de cellulose et polyuréthane. Prix au m², performance thermique, écologie et mise en œuvre. Guide complet.",162,1,true
20,https://servicesartisans.fr/verifier-artisan,"Vérifier un Artisan — SIRET, RGE et Fiabilité | ServicesArtisans",text/html; charset=utf-8,false,200,0,0,"Vérifiez gratuitement un artisan en 30 secondes. Entrez son numéro SIRET pour confirmer son existence légale, son activité et sa fiabilité. Outil de vérification gratuit.",170,1,true
20,https://servicesartisans.fr/questions/aide-pompe-chaleur-2026,Quelles aides pour une pompe à chaleur en 2026 ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"En 2026, MaPrimeRénov couvre jusqu'à 5 000 € pour une PAC air-eau et les CEE ajoutent 2 500 à 4 000 €. Le cumul peut atteindre 9 000 € selon vos revenus et la zone climatique.",175,1,true
20,https://servicesartisans.fr/maprimerenov-cumulaison-cee,"Cumul MaPrimeRénov’ et CEE 2026 : règles, plafonds, tableau | ServicesArtisans",text/html; charset=utf-8,false,200,0,0,"Règles de cumul MaPrimeRénov’ et prime CEE en 2026 : principe, parcours par geste ou accompagné, tableau par famille de travaux, plafonds, ordre chronologique, FAQ.",164,1,true
20,https://servicesartisans.fr/rge,Artisans RGE certifiés : trouvez un pro près de chez vous | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Annuaire national des artisans RGE actifs en France. Données ADEME officielles, mise à jour hebdomadaire. Éligibles MaPrimeRénov’, CEE, TVA 5,5 %. Vérification gratuite.",169,1,true
20,https://servicesartisans.fr/urgence/etancheiste,Urgence étanchéiste — Dépannage rapide | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Étanchéiste d'urgence soir & week-end : artisans disponibles partout en France. Devis rapide, intervention Devis sous 1 semaine, intervention sous 2 à 3 semaines.",162,1,true
20,https://servicesartisans.fr/questions/assurance-dommages-ouvrage,Qu'est-ce que l'assurance dommages-ouvrage ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,L'assurance dommages-ouvrage (DO) est obligatoire pour tout maître d'ouvrage faisant réaliser des travaux de construction. Elle permet un remboursement rapide des réparations sous 90 jours. Son coût est de 2 à 5 % du montant des travaux.,237,1,true
20,https://servicesartisans.fr/rge/comment-devenir-rge,Comment devenir artisan RGE en 2026 ? Guide complet | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Guide factuel pour obtenir la qualification RGE : organismes (Qualit'EnR, Qualibat, Qualifelec), 5 étapes, coûts, formation, audit de chantier probatoire, cadre légal (arrêté du 1er décembre 2015).",197,1,true
20,https://servicesartisans.fr/blog/reglementation-thermique-re2020-impact,RE2020 : Impact Construction et Rénovation | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,La Réglementation Environnementale 2020 transforme les exigences de construction neuve. Découvrez ses impacts concrets sur vos projets et les matériaux à privilégier.,166,1,true
20,https://servicesartisans.fr/questions/financer-renovation-energetique,Comment financer sa rénovation énergétique ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Combinez MaPrimeRénov' (jusqu'à 63 000 €), les CEE (2 000 à 5 000 €), l'éco-PTZ (jusqu'à 50 000 € à taux zéro), la TVA à 5,5 % et les aides locales. Pour les ménages modestes, le reste à charge peut descendre à 10 % du coût total.",230,1,true
20,https://servicesartisans.fr/questions/pompe-chaleur-air-eau-ou-air-air,PAC air-eau ou air-air : quelle différence ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"La PAC air-eau chauffe un circuit d’eau (radiateurs, plancher chauffant) et produit l’eau chaude sanitaire. La PAC air-air diffuse de l’air chaud via des splits et sert aussi de climatisation. La PAC air-eau est éligible aux aides MaPrimeRénov"", pas la PAC air-air.",265,1,true
20,https://servicesartisans.fr/questions/assurance-dommage-ouvrage-obligatoire,L'assurance dommage-ouvrage est-elle obligatoire ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,"Oui, l'assurance dommage-ouvrage (DO) est légalement obligatoire pour tout maître d'ouvrage faisant réaliser des travaux de construction (loi Spinetta de 1978). En pratique, les particuliers ne la souscrivent pas toujours, mais son absence complique la revente du bien dans les 10 ans.",285,1,true
